"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2023,12/31/2023
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.743,,01/01/2023,12/31/2023
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.224,,01/01/2023,12/31/2023
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.961,,01/01/2023,12/31/2023
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.494,,01/01/2023,12/31/2023
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.881,,01/01/2023,12/31/2023
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.666,,01/01/2023,12/31/2023
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.105,,01/01/2023,12/31/2023
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.057,,01/01/2023,12/31/2023
HI,HAI_3_SIR,SSI - Colon Surgery,1.526,,01/01/2023,12/31/2023
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.411,,01/01/2023,12/31/2023
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.116,,01/01/2023,12/31/2023
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.292,,01/01/2023,12/31/2023
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.393,,01/01/2023,12/31/2023
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.911,,01/01/2023,12/31/2023
HI,HAI_5_SIR,MRSA Bacteremia,0.612,,01/01/2023,12/31/2023
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.469,,01/01/2023,12/31/2023
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.622,,01/01/2023,12/31/2023
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.541,,01/01/2023,12/31/2023
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.646,,01/01/2023,12/31/2023
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.942,,01/01/2023,12/31/2023
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.783,,01/01/2023,12/31/2023
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.458,,01/01/2023,12/31/2023
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.665,,01/01/2023,12/31/2023
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.554,,01/01/2023,12/31/2023
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.550,,01/01/2023,12/31/2023
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.921,,01/01/2023,12/31/2023
IA,HAI_3_SIR,SSI - Colon Surgery,0.718,,01/01/2023,12/31/2023
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.778,,01/01/2023,12/31/2023
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.839,,01/01/2023,12/31/2023
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.224,,01/01/2023,12/31/2023
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.450,,01/01/2023,12/31/2023
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.754,,01/01/2023,12/31/2023
IA,HAI_5_SIR,MRSA Bacteremia,0.588,,01/01/2023,12/31/2023
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.465,,01/01/2023,12/31/2023
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.578,,01/01/2023,12/31/2023
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.519,,01/01/2023,12/31/2023
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.335,,01/01/2023,12/31/2023
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.672,,01/01/2023,12/31/2023
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.482,,01/01/2023,12/31/2023
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.551,,01/01/2023,12/31/2023
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.940,,01/01/2023,12/31/2023
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.726,,01/01/2023,12/31/2023
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.613,,01/01/2023,12/31/2023
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.181,,01/01/2023,12/31/2023
ID,HAI_3_SIR,SSI - Colon Surgery,0.862,,01/01/2023,12/31/2023
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.688,,01/01/2023,12/31/2023
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.274,,01/01/2023,12/31/2023
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.309,,01/01/2023,12/31/2023
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.132,,01/01/2023,12/31/2023
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.496,,01/01/2023,12/31/2023
ID,HAI_5_SIR,MRSA Bacteremia,0.270,,01/01/2023,12/31/2023
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.388,,01/01/2023,12/31/2023
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.533,,01/01/2023,12/31/2023
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.456,,01/01/2023,12/31/2023
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.687,,01/01/2023,12/31/2023
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.817,,01/01/2023,12/31/2023
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.750,,01/01/2023,12/31/2023
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.522,,01/01/2023,12/31/2023
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.630,,01/01/2023,12/31/2023
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.574,,01/01/2023,12/31/2023
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.869,,01/01/2023,12/31/2023
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.088,,01/01/2023,12/31/2023
IL,HAI_3_SIR,SSI - Colon Surgery,0.974,,01/01/2023,12/31/2023
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.881,,01/01/2023,12/31/2023
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.339,,01/01/2023,12/31/2023
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.092,,01/01/2023,12/31/2023
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.572,,01/01/2023,12/31/2023
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.738,,01/01/2023,12/31/2023
IL,HAI_5_SIR,MRSA Bacteremia,0.651,,01/01/2023,12/31/2023
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.410,,01/01/2023,12/31/2023
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.456,,01/01/2023,12/31/2023
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.432,,01/01/2023,12/31/2023
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.463,,01/01/2023,12/31/2023
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.604,,01/01/2023,12/31/2023
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.530,,01/01/2023,12/31/2023
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.484,,01/01/2023,12/31/2023
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.625,,01/01/2023,12/31/2023
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.551,,01/01/2023,12/31/2023
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.695,,01/01/2023,12/31/2023
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.944,,01/01/2023,12/31/2023
IN,HAI_3_SIR,SSI - Colon Surgery,0.812,,01/01/2023,12/31/2023
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.084,,01/01/2023,12/31/2023
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.727,,01/01/2023,12/31/2023
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.377,,01/01/2023,12/31/2023
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.588,,01/01/2023,12/31/2023
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.823,,01/01/2023,12/31/2023
IN,HAI_5_SIR,MRSA Bacteremia,0.698,,01/01/2023,12/31/2023
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.381,,01/01/2023,12/31/2023
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.440,,01/01/2023,12/31/2023
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.410,,01/01/2023,12/31/2023
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.557,,01/01/2023,12/31/2023
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.872,,01/01/2023,12/31/2023
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.701,,01/01/2023,12/31/2023
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.286,,01/01/2023,12/31/2023
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.489,,01/01/2023,12/31/2023
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.377,,01/01/2023,12/31/2023
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.855,,01/01/2023,12/31/2023
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.293,,01/01/2023,12/31/2023
KS,HAI_3_SIR,SSI - Colon Surgery,1.057,,01/01/2023,12/31/2023
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.609,,01/01/2023,12/31/2023
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.384,,01/01/2023,12/31/2023
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.937,,01/01/2023,12/31/2023
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.268,,01/01/2023,12/31/2023
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.543,,01/01/2023,12/31/2023
KS,HAI_5_SIR,MRSA Bacteremia,0.387,,01/01/2023,12/31/2023
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.377,,01/01/2023,12/31/2023
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.478,,01/01/2023,12/31/2023
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.425,,01/01/2023,12/31/2023
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.712,,01/01/2023,12/31/2023
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.926,,01/01/2023,12/31/2023
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.814,,01/01/2023,12/31/2023
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.454,,01/01/2023,12/31/2023
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.603,,01/01/2023,12/31/2023
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.525,,01/01/2023,12/31/2023
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.947,,01/01/2023,12/31/2023
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.285,,01/01/2023,12/31/2023
KY,HAI_3_SIR,SSI - Colon Surgery,1.106,,01/01/2023,12/31/2023
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.821,,01/01/2023,12/31/2023
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.505,,01/01/2023,12/31/2023
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.124,,01/01/2023,12/31/2023
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.846,,01/01/2023,12/31/2023
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.117,,01/01/2023,12/31/2023
KY,HAI_5_SIR,MRSA Bacteremia,0.975,,01/01/2023,12/31/2023
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.393,,01/01/2023,12/31/2023
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.461,,01/01/2023,12/31/2023
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.426,,01/01/2023,12/31/2023
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.634,,01/01/2023,12/31/2023
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.832,,01/01/2023,12/31/2023
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.728,,01/01/2023,12/31/2023
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.414,,01/01/2023,12/31/2023
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.560,,01/01/2023,12/31/2023
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.483,,01/01/2023,12/31/2023
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.850,,01/01/2023,12/31/2023
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.177,,01/01/2023,12/31/2023
LA,HAI_3_SIR,SSI - Colon Surgery,1.004,,01/01/2023,12/31/2023
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.149,,01/01/2023,12/31/2023
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.943,,01/01/2023,12/31/2023
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.507,,01/01/2023,12/31/2023
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.925,,01/01/2023,12/31/2023
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.234,,01/01/2023,12/31/2023
LA,HAI_5_SIR,MRSA Bacteremia,1.071,,01/01/2023,12/31/2023
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.374,,01/01/2023,12/31/2023
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.446,,01/01/2023,12/31/2023
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.409,,01/01/2023,12/31/2023
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.639,,01/01/2023,12/31/2023
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.797,,01/01/2023,12/31/2023
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.715,,01/01/2023,12/31/2023
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.654,,01/01/2023,12/31/2023
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.803,,01/01/2023,12/31/2023
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.726,,01/01/2023,12/31/2023
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.889,,01/01/2023,12/31/2023
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.183,,01/01/2023,12/31/2023
MA,HAI_3_SIR,SSI - Colon Surgery,1.028,,01/01/2023,12/31/2023
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.804,,01/01/2023,12/31/2023
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.612,,01/01/2023,12/31/2023
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.156,,01/01/2023,12/31/2023
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.633,,01/01/2023,12/31/2023
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.843,,01/01/2023,12/31/2023
MA,HAI_5_SIR,MRSA Bacteremia,0.733,,01/01/2023,12/31/2023
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.552,,01/01/2023,12/31/2023
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.619,,01/01/2023,12/31/2023
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.585,,01/01/2023,12/31/2023
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.735,,01/01/2023,12/31/2023
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.940,,01/01/2023,12/31/2023
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.833,,01/01/2023,12/31/2023
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.597,,01/01/2023,12/31/2023
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.775,,01/01/2023,12/31/2023
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.681,,01/01/2023,12/31/2023
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.857,,01/01/2023,12/31/2023
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.185,,01/01/2023,12/31/2023
MD,HAI_3_SIR,SSI - Colon Surgery,1.011,,01/01/2023,12/31/2023
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.379,,01/01/2023,12/31/2023
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.300,,01/01/2023,12/31/2023
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.796,,01/01/2023,12/31/2023
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.475,,01/01/2023,12/31/2023
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.689,,01/01/2023,12/31/2023
MD,HAI_5_SIR,MRSA Bacteremia,0.575,,01/01/2023,12/31/2023
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.468,,01/01/2023,12/31/2023
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.537,,01/01/2023,12/31/2023
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.502,,01/01/2023,12/31/2023
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.660,,01/01/2023,12/31/2023
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.121,,01/01/2023,12/31/2023
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.867,,01/01/2023,12/31/2023
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.769,,01/01/2023,12/31/2023
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.217,,01/01/2023,12/31/2023
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.974,,01/01/2023,12/31/2023
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.653,,01/01/2023,12/31/2023
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.182,,01/01/2023,12/31/2023
ME,HAI_3_SIR,SSI - Colon Surgery,0.888,,01/01/2023,12/31/2023
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.617,,01/01/2023,12/31/2023
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.523,,01/01/2023,12/31/2023
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.328,,01/01/2023,12/31/2023
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.383,,01/01/2023,12/31/2023
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.841,,01/01/2023,12/31/2023
ME,HAI_5_SIR,MRSA Bacteremia,0.579,,01/01/2023,12/31/2023
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.355,,01/01/2023,12/31/2023
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.498,,01/01/2023,12/31/2023
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.422,,01/01/2023,12/31/2023
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.769,,01/01/2023,12/31/2023
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.931,,01/01/2023,12/31/2023
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.847,,01/01/2023,12/31/2023
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.473,,01/01/2023,12/31/2023
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.587,,01/01/2023,12/31/2023
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.528,,01/01/2023,12/31/2023
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.166,,01/01/2023,12/31/2023
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.430,,01/01/2023,12/31/2023
MI,HAI_3_SIR,SSI - Colon Surgery,1.293,,01/01/2023,12/31/2023
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.923,,01/01/2023,12/31/2023
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.466,,01/01/2023,12/31/2023
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.171,,01/01/2023,12/31/2023
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.685,,01/01/2023,12/31/2023
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.880,,01/01/2023,12/31/2023
MI,HAI_5_SIR,MRSA Bacteremia,0.778,,01/01/2023,12/31/2023
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.418,,01/01/2023,12/31/2023
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.470,,01/01/2023,12/31/2023
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.443,,01/01/2023,12/31/2023
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.553,,01/01/2023,12/31/2023
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.728,,01/01/2023,12/31/2023
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.636,,01/01/2023,12/31/2023
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.602,,01/01/2023,12/31/2023
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.779,,01/01/2023,12/31/2023
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.686,,01/01/2023,12/31/2023
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.660,,01/01/2023,12/31/2023
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.940,,01/01/2023,12/31/2023
MN,HAI_3_SIR,SSI - Colon Surgery,0.790,,01/01/2023,12/31/2023
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.238,,01/01/2023,12/31/2023
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.196,,01/01/2023,12/31/2023
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.666,,01/01/2023,12/31/2023
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.370,,01/01/2023,12/31/2023
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.605,,01/01/2023,12/31/2023
MN,HAI_5_SIR,MRSA Bacteremia,0.477,,01/01/2023,12/31/2023
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.452,,01/01/2023,12/31/2023
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.526,,01/01/2023,12/31/2023
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.488,,01/01/2023,12/31/2023
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.609,,01/01/2023,12/31/2023
